1 48 1 1 0 0 1 207 9 0 0 0 0 NA NA NA NA 1 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2 65 3 3 0 0 6 373 28 0 0 0 0 NA NA NA NA 5 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
3 65 3 3 0 0 6 517 25 0 0 0 1 NA NA NA NA 0 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
4 68 5 3 2 0 9 651 27 0 0 0 2 NA NA NA NA 3 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
5 55 6 4 2 0 17 750 48 0 0 0 2 NA NA NA NA 8 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
6 51 7 4 3 0 24 857 43 1 0 0 2 NA NA NA NA 8 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
7 55 11 8 3 0 26 981 32 2 0 0 2 NA NA NA NA 3 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
8 62 12 9 3 0 30 1071 49 4 0 0 2.5 NA NA NA NA 6 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
9 61 13 10 3 0 36 1130 63 7 0 0 3 NA NA NA NA 9 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
10 57 15 11 4 0 39 1202 70 9 0 0 3 NA NA NA NA 6 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
11 59 17 13 4 0 45 1272 65 10 0 0 4 NA NA NA NA 7 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
12 58 19 15 4 0 56 1321 88 13 0 0 5 NA NA NA NA 14 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
13 224 23 19 4 0 66 1304 69 14 1 0 4 NA NA NA NA 13 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
14 61 24 20 4 0 68 1336 69 18 3 0 4.5 NA NA NA NA 6 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
15 72 25 21 4 0 65 1369 60 25 3 0 5 NA NA NA NA 5 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
16 59 27 23 4 0 76 1422 68 25 5 0 6 NA NA NA NA 11 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
17 64 29 25 4 1 72 1466 64 30 6 0 6 13 NA 13 NA 4 64 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
18 70 29 25 4 1 76 1471 92 35 6 0 6 13 NA 13 NA 12 92 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
19 67 32 27 5 1 80 1495 86 35 9 0 7 13 NA 13 NA 5 86 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 2
20 58 32 27 5 1 77 1550 69 41 10 0 8 13 NA 13 NA 4 69 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
21 53 32 27 5 1 77 1575 86 50 11 0 9 13 NA 13 NA 9 86 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
22 69 35 27 8 2 89 1594 93 52 13 0 9 9 NA 9 NA 15 93 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 0
23 45 41 32 9 2 91 1621 72 59 14 0 10 9 NA 9 NA 9 72 1 1 0 0 0 0 0 0 1 1 0 0 0 0 0 0 3
24 68 43 33 10 3 95 1662 78 65 17 0 10 13 NA 13 NA 11 78 1 2 0 0 0 0 0 0 1 2 0 0 0 0 0 0 2
25 201 48 37 11 3 89 1650 71 71 20 0 8.5 13 NA 13 NA 8 71 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 3
26 72 50 38 12 3 92 1665 79 72 21 0 9 13 NA 13 NA 7 79 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 1
27 73 48 36 12 3 94 1669 82 78 20 0 10 13 NA 13 NA 9 82 1 1 1 0 0 0 0 0 1 1 1 0 0 0 0 0 0
28 55 51 36 15 3 96 1702 76 86 22 0 10 13 NA 13 NA 13 76 1 0 2 0 0 0 0 0 1 0 2 0 0 0 0 0 1
29 61 53 38 15 5 95 1724 83 94 25 0 10 19 NA 19 NA 7 83 0 2 3 0 0 0 0 0 0 2 3 0 0 0 0 0 1
