1 61 4 4 0 0 3 199 11 0 0 0 0 NA NA NA NA 3 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
2 77 6 6 0 0 3 380 18 0 0 0 1 NA NA NA NA 0 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
3 55 9 9 0 0 5 515 32 2 0 0 1 NA NA NA NA 4 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3
4 63 11 10 1 0 7 652 29 2 0 0 2 NA NA NA NA 2 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
5 52 13 11 2 0 11 770 52 3 0 0 2 NA NA NA NA 5 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
6 57 14 12 2 0 15 856 42 3 0 0 3 NA NA NA NA 4 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
7 66 18 15 3 0 22 939 50 5 0 0 3.5 NA NA NA NA 10 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4
8 59 20 17 3 0 26 1020 60 7 0 0 4 NA NA NA NA 6 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
9 71 22 19 3 0 34 1106 53 7 0 0 4 NA NA NA NA 8 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
10 59 24 21 3 0 40 1170 59 7 0 0 4 NA NA NA NA 8 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0
11 63 27 24 3 0 42 1223 58 8 0 0 4 NA NA NA NA 5 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
12 65 29 26 3 0 46 1297 59 12 0 0 5 NA NA NA NA 9 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2
13 235 32 29 3 0 51 1330 48 14 3 0 5 NA NA NA NA 7 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1
14 51 33 30 3 1 59 1382 71 16 5 0 6 13 NA 13 NA 10 71 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
15 71 32 29 3 1 55 1433 70 21 8 0 6.5 13 NA 13 NA 3 70 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
16 49 32 29 3 1 58 1494 64 23 10 0 7.5 13 NA 13 NA 6 64 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
17 57 34 30 4 1 63 1528 80 23 11 0 8 13 NA 13 NA 6 80 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
18 65 34 31 3 1 67 1550 84 25 11 0 9 13 NA 13 NA 7 84 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
19 66 35 32 3 2 72 1592 78 29 14 0 10 14.5 NA 14.5 NA 9 78 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2
20 59 36 33 3 1 75 1584 85 30 15 0 10.5 13 NA 13 NA 6 85 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1
21 51 36 33 3 1 78 1613 87 35 18 0 11.5 13 NA 13 NA 11 87 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0
22 59 39 35 4 4 82 1634 88 41 20 0 12 14 NA 14 NA 10 88 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1
23 54 39 34 5 4 85 1669 65 44 23 0 13 14 NA 14 NA 7 65 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1
24 43 40 35 5 5 94 1691 84 46 24 0 13.5 15 NA 15 NA 12 84 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 1
25 177 43 38 5 6 89 1650 87 52 29 0 14 18 NA 18 NA 13 87 0 3 3 0 0 0 0 0 0 3 3 0 0 0 0 0 2
26 55 44 39 5 8 93 1670 82 56 30 0 15 15 NA 15 NA 8 82 0 5 3 0 0 0 0 0 0 5 3 0 0 0 0 0 1
27 69 46 39 7 10 91 1703 75 66 30 0 15.5 16.5 NA 16.5 NA 10 75 0 6 4 0 0 0 0 0 0 6 4 0 0 0 0 0 1
28 58 50 42 8 10 94 1737 83 70 31 0 15 16.5 NA 16.5 NA 8 83 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 3
29 77 56 49 7 10 96 1736 88 73 31 0 16 16.5 NA 16.5 NA 8 88 0 5 5 0 0 0 0 0 0 5 5 0 0 0 0 0 3
30 65 55 49 6 12 97 1749 66 77 30 0 17 16.5 NA 16.5 NA 9 66 1 6 5 0 0 0 0 0 1 6 5 0 0 0 0 0 1
31 52 55 49 6 13 100 1773 80 82 30 0 17 18 NA 18 NA 10 80 0 7 6 0 0 0 0 0 0 7 6 0 0 0 0 0 1
32 68 56 50 6 14 102 1784 73 86 32 0 17 18 NA 18 NA 9 73 0 7 7 0 0 0 0 0 0 7 7 0 0 0 0 0 1
