1 79 111 83 28 51 156 1725 65 8 83 20 24 22 NA 22 NA 8 65 3 2 9 37 0 0 0 0 3 2 9 37 0 0 0 0 1 116
2 86 111 82 29 49 156 1710 82 9 84 37 24 21 NA 21 NA 11 82 2 3 9 35 0 0 0 0 2 3 9 35 0 0 0 0 1 97
3 93 111 81 30 49 150 1719 65 8 82 58 24 22 NA 22 NA 8 65 1 4 9 35 0 0 0 0 1 4 9 35 0 0 0 0 2 109
4 74 111 81 30 49 152 1722 84 6 83 81 24 21 NA 21 NA 10 84 0 6 9 34 0 0 0 0 0 6 9 34 0 0 0 0 2 113
5 98 112 83 29 47 153 1700 82 4 83 101 24.5 21 NA 21 NA 8 82 0 6 8 33 0 0 0 0 0 6 8 33 0 0 0 0 0 101
6 82 110 82 28 46 152 1672 99 10 83 123 25 21 NA 21 NA 10 99 0 6 7 33 0 0 0 0 0 6 7 33 0 0 0 0 0 98
7 87 109 80 29 43 155 1656 98 9 80 143 24 21 NA 21 NA 13 98 0 5 5 33 0 0 0 0 0 5 5 33 0 0 0 0 1 115
8 83 107 79 28 44 149 1652 110 14 77 166 23 21.5 39 21 NA 12 110 0 6 7 31 0 0 0 1 0 6 7 30 0 0 0 0 2 140
9 86 106 79 27 44 144 1650 84 11 76 185 24 22 39 22 NA 9 84 0 6 6 32 0 0 0 1 0 6 6 31 0 0 0 0 2 116
10 71 106 80 26 42 145 1677 94 7 76 209 23 21.5 39 21 NA 7 94 0 6 6 30 0 0 0 1 0 6 6 29 0 0 0 0 0 148
11 75 104 78 26 40 147 1663 102 7 73 228 23.5 21.5 39 21 NA 9 102 0 4 9 27 0 0 0 1 0 4 9 26 0 0 0 0 1 116
12 67 105 78 27 42 153 1661 94 6 75 241 24 22 39 22 NA 13 94 0 4 10 28 0 0 0 1 0 4 10 27 0 0 0 0 3 124
13 71 107 80 27 43 150 1675 89 8 79 257 25 22 39 22 NA 5 89 0 4 8 31 0 0 0 1 0 4 8 30 0 0 0 0 0 130
14 72 109 82 27 44 148 1689 102 13 80 281 25 22 39 22 NA 12 102 0 4 10 30 0 0 0 1 0 4 10 29 0 0 0 0 2 141
15 84 112 84 28 44 145 1672 92 9 82 293 25 21.5 39 21 NA 8 92 0 3 11 30 0 0 0 1 0 3 11 29 0 0 0 0 3 103
16 85 115 84 31 45 146 1683 87 11 83 312 25 21 39 21 NA 15 87 1 2 11 31 0 0 0 1 1 2 11 30 0 0 0 0 2 129
17 75 115 84 31 45 143 1702 91 9 83 326 25 22 39 21.5 NA 10 91 1 2 11 31 0 0 0 1 1 2 11 30 0 0 0 0 3 135
18 81 116 87 29 45 147 1694 100 7 80 334 25 21 39 21 NA 16 100 2 2 11 30 0 0 0 1 2 2 11 29 0 0 0 0 3 124
19 82 112 83 29 44 149 1682 92 6 78 347 24 21.5 39 21 NA 8 92 2 2 11 29 0 0 0 1 2 2 11 28 0 0 0 0 1 110
20 79 110 82 28 43 143 1687 87 9 75 363 23.5 21 39 21 NA 9 87 2 2 11 28 0 0 0 1 2 2 11 27 0 0 0 0 0 117
