1 55 1 1 0 0 2 209 11 0 0 0 0 NA NA NA NA 2 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 221 0 0 5000 0 0 0
2 59 1 1 0 0 3 366 15 0 0 0 1 NA NA NA NA 1 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 174 0 0 5000 0 0 0
3 64 3 2 1 0 7 531 33 0 0 0 0 NA NA NA NA 4 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 205 0 0 5000 0 0 0
4 72 5 4 1 0 6 661 37 2 0 0 1 NA NA NA NA 1 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 176 0 0 5000 0 0 0
5 67 7 6 1 0 8 763 44 0 0 0 1 NA NA NA NA 2 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 155 0 0 5000 0 0 0
6 69 7 6 1 0 11 896 44 2 0 0 2 NA NA NA NA 5 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 196 0 0 5000 0 0 0
7 57 9 8 1 0 14 988 55 3 0 0 3 NA NA NA NA 6 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 161 0 0 5000 0 0 0
8 63 11 10 1 0 15 1094 47 5 0 0 3 NA NA NA NA 6 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 171 0 0 5000 0 0 0
9 54 11 10 1 0 15 1178 55 4 0 0 4 NA NA NA NA 4 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 154 0 0 5000 0 0 0
10 59 11 10 1 0 24 1235 58 0 0 0 5 NA NA NA NA 9 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 128 0 0 5000 0 0 0
11 57 14 12 2 0 22 1295 67 4 0 0 5 NA NA NA NA 2 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 141 0 0 5000 0 0 0
12 53 14 12 2 0 30 1371 64 3 0 0 5 NA NA NA NA 11 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 148 0 0 5000 0 0 0
13 213 19 10 9 0 30 1276 66 4 1 0 2 NA NA NA NA 7 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 150 0 120 4999 1 0 0
14 67 21 12 9 0 31 1246 61 7 1 0 3 NA NA NA NA 8 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 137 0 201 4999 1 0 0
15 68 23 14 9 0 30 1216 52 5 3 0 3 NA NA NA NA 4 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 143 0 298 4997 3 0 0
16 66 25 15 10 0 29 1196 60 4 4 0 3 NA NA NA NA 6 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 145 3 382 4996 4 0 0
17 55 28 17 11 2 32 1203 68 5 6 0 4 14 NA 14 NA 9 68 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 153 4 449 4994 6 0 0
18 60 33 22 11 2 39 1182 66 4 6 0 5 14 NA 14 NA 11 66 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 136 4 532 4994 6 0 0
19 78 38 22 16 3 34 1183 57 9 8 0 5 16 NA 16 NA 4 57 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 155 5 605 4992 8 0 0
20 69 41 25 16 4 36 1174 42 5 9 0 5 14.5 NA 14.5 NA 8 42 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 133 6 688 4991 9 0 0
21 50 42 26 16 4 39 1166 63 3 9 0 6 14.5 NA 14.5 NA 8 63 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 1 140 8 762 4991 9 0 0
22 64 43 27 16 5 42 1184 60 5 9 0 7 13 NA 13 NA 9 60 1 4 0 0 0 0 0 0 1 4 0 0 0 0 0 0 0 149 9 816 4991 9 0 0
23 62 42 27 15 6 38 1198 62 5 9 0 7.5 12.5 NA 12.5 NA 4 62 2 4 0 0 0 0 0 0 2 4 0 0 0 0 0 0 1 154 12 874 4991 9 0 0
24 56 44 29 15 8 35 1191 55 8 10 0 8 12.5 NA 12.5 NA 6 55 3 5 0 0 0 0 0 0 3 5 0 0 0 0 0 0 1 131 13 945 4990 10 0 0
25 208 47 32 15 10 34 1142 51 10 17 0 8 12.5 NA 12.5 NA 11 51 2 7 1 0 0 0 0 0 2 7 1 0 0 0 0 0 2 141 16 1019 4983 16 1 0
26 79 50 33 17 10 35 1155 52 2 19 0 9 12.5 NA 12.5 NA 5 52 1 8 1 0 0 0 0 0 1 8 1 0 0 0 0 0 3 162 18 1088 4981 18 1 0
27 72 56 39 17 10 35 1160 52 2 21 0 9 12.5 NA 12.5 NA 4 52 0 8 2 0 0 0 0 0 0 8 2 0 0 0 0 0 4 143 20 1156 4979 18 3 0
28 62 56 39 17 10 36 1175 51 3 23 0 10 12.5 NA 12.5 NA 6 51 0 7 3 0 0 0 0 0 0 7 3 0 0 0 0 0 0 150 20 1219 4977 19 4 0
29 61 59 41 18 10 41 1163 55 2 25 0 11 12.5 NA 12.5 NA 9 55 0 7 3 0 0 0 0 0 0 7 3 0 0 0 0 0 3 130 22 1293 4975 20 5 0
30 66 60 41 19 12 41 1164 64 5 29 0 11 14.5 NA 14.5 NA 6 64 0 9 3 0 0 0 0 0 0 9 3 0 0 0 0 0 2 150 23 1364 4971 24 5 0
31 68 65 45 20 12 38 1168 63 6 33 0 12 14.5 NA 14.5 NA 5 63 0 7 5 0 0 0 0 0 0 7 5 0 0 0 0 0 4 156 25 1436 4967 26 7 0
32 52 68 45 23 14 33 1186 63 11 36 0 12 14.5 NA 14.5 NA 7 63 0 9 5 0 0 0 0 0 0 9 5 0 0 0 0 0 1 151 26 1493 4964 29 7 0
33 59 69 47 22 15 28 1200 45 8 36 0 13 16 NA 16 NA 5 45 0 9 6 0 0 0 0 0 0 9 6 0 0 0 0 0 2 138 29 1554 4964 29 7 0
34 54 69 47 22 15 24 1206 63 5 36 0 13 16 NA 16 NA 1 63 0 10 5 0 0 0 0 0 0 10 5 0 0 0 0 0 1 144 31 1620 4964 30 6 0
35 64 69 49 20 15 28 1218 58 3 35 0 12 16 NA 16 NA 10 58 0 10 5 0 0 0 0 0 0 10 5 0 0 0 0 0 2 144 33 1684 4965 28 7 0
36 68 68 48 20 15 30 1231 65 3 37 0 13.5 16 NA 16 NA 8 65 0 10 5 0 0 0 0 0 0 10 5 0 0 0 0 0 0 159 34 1745 4963 29 8 0
37 166 66 46 20 18 24 1210 59 12 37 0 13.5 12.5 NA 12.5 NA 6 59 2 10 6 0 0 0 0 0 2 10 6 0 0 0 0 0 0 151 34 1810 4963 26 11 0
38 70 70 50 20 20 24 1200 57 5 40 0 13.5 13.5 NA 13.5 NA 8 57 1 11 8 0 0 0 0 0 1 11 8 0 0 0 0 0 0 145 38 1885 4960 27 13 0
39 77 70 50 20 20 29 1156 75 5 45 0 14 13.5 NA 13.5 NA 11 75 1 10 7 2 0 0 0 0 1 10 7 2 0 0 0 0 1 124 39 1953 4955 30 13 2
40 64 70 50 20 20 27 1147 58 7 45 0 15 13.5 NA 13.5 NA 3 58 1 9 8 2 0 0 0 0 1 9 8 2 0 0 0 0 1 130 39 2017 4955 28 15 2
41 62 70 51 19 22 25 1167 54 6 48 0 15.5 14 NA 14 NA 7 54 0 9 11 2 0 0 0 0 0 9 11 2 0 0 0 0 0 157 41 2087 4952 28 17 3
42 60 70 52 18 22 26 1167 53 3 50 0 16.5 14 NA 14 NA 5 53 0 8 12 2 0 0 0 0 0 8 12 2 0 0 0 0 0 137 43 2157 4950 26 21 3
43 63 74 56 18 25 24 1165 62 6 55 0 17 16 NA 16 NA 5 62 0 10 11 4 0 0 0 0 0 10 11 4 0 0 0 0 3 138 43 2225 4945 29 21 5
44 64 75 58 17 25 27 1191 48 3 55 0 17 16 NA 16 NA 6 48 0 9 12 4 0 0 0 0 0 9 12 4 0 0 0 0 0 155 43 2293 4945 28 22 5
45 65 73 58 15 23 27 1204 58 3 53 0 18 14 NA 14 NA 5 58 0 8 12 3 0 0 0 0 0 8 12 3 0 0 0 0 1 157 44 2366 4947 27 22 4
46 60 76 60 16 24 29 1189 67 5 54 0 19 15 NA 15 NA 7 67 0 9 12 3 0 0 0 0 0 9 12 3 0 0 0 0 2 131 45 2426 4946 27 23 4
47 63 80 63 17 26 31 1202 54 5 55 0 19 16.5 NA 16.5 NA 6 54 0 9 13 4 0 0 0 0 0 9 13 4 0 0 0 0 3 157 45 2502 4945 27 23 5
48 67 80 63 17 26 35 1212 54 5 55 0 19 16.5 NA 16.5 NA 7 54 0 8 14 4 0 0 0 0 0 8 14 4 0 0 0 0 2 150 46 2572 4945 26 24 5
49 138 79 63 16 28 31 1210 51 9 55 0 20 17 NA 17 NA 6 51 0 8 14 6 0 0 0 0 0 8 14 6 0 0 0 0 1 156 46 2645 4945 25 22 8
50 78 78 63 15 27 34 1199 67 4 57 0 21 17 NA 17 NA 10 67 0 6 13 8 0 0 0 0 0 6 13 8 0 0 0 0 1 139 49 2706 4943 25 22 10
51 85 76 62 14 25 33 1208 66 6 54 0 20.5 17 NA 17 NA 7 66 0 4 15 6 0 0 0 0 0 4 15 6 0 0 0 0 1 156 51 2769 4946 21 25 8
52 66 76 62 14 27 35 1187 61 3 54 0 21.5 17 NA 17 NA 6 61 1 4 15 7 0 0 0 0 1 4 15 7 0 0 0 0 0 122 52 2832 4946 21 23 10
53 77 74 61 13 27 40 1174 62 4 54 0 22.5 17 NA 17 NA 10 62 1 3 15 8 0 0 0 0 1 3 15 8 0 0 0 0 0 142 53 2899 4946 19 24 11
54 77 73 60 13 25 39 1174 53 3 53 0 23 18 NA 18 NA 5 53 1 2 14 8 0 0 0 0 1 2 14 8 0 0 0 0 0 145 55 2972 4947 18 21 14
55 69 75 61 14 24 43 1191 70 8 55 0 24 18 NA 18 NA 13 70 0 2 13 9 0 0 0 0 0 2 13 9 0 0 0 0 3 168 56 3039 4945 17 23 15
56 73 72 59 13 23 45 1175 64 4 54 0 24.5 18 NA 18 NA 5 64 0 2 11 10 0 0 0 0 0 2 11 10 0 0 0 0 1 140 56 3113 4946 17 21 16
57 59 72 59 13 24 44 1168 48 3 53 0 25.5 18 NA 18 NA 3 48 0 3 11 10 0 0 0 0 0 3 11 10 0 0 0 0 1 130 58 3189 4947 15 22 16
58 71 75 59 16 26 46 1196 48 6 55 0 25 18 NA 18 NA 7 48 0 4 12 10 0 0 0 0 0 4 12 10 0 0 0 0 1 147 59 3247 4945 17 21 17
59 61 77 61 16 29 42 1176 60 7 58 0 24 17 NA 17 NA 6 60 2 5 12 10 0 0 0 0 2 5 12 10 0 0 0 0 0 136 62 3330 4942 19 21 18
60 60 80 63 17 32 41 1177 63 8 59 0 22 17 NA 17 NA 10 63 2 8 11 11 0 0 0 0 2 8 11 11 0 0 0 0 1 149 66 3400 4941 21 19 19
61 122 79 61 18 32 40 1178 69 6 57 0 23 17 NA 17 NA 6 69 2 7 9 14 0 0 0 0 2 7 9 14 0 0 0 0 1 153 67 3459 4943 19 18 20
62 84 79 62 17 35 44 1171 53 7 58 0 24 17 NA 17 NA 9 53 2 7 10 16 0 0 0 0 2 7 10 16 0 0 0 0 1 126 67 3521 4942 16 20 22
63 69 78 61 17 34 41 1149 77 9 57 0 24.5 17 NA 17 NA 9 77 1 7 8 18 0 0 0 0 1 7 8 18 0 0 0 0 0 150 69 3598 4943 17 16 24
64 69 79 62 17 35 40 1191 39 6 57 0 24 17 NA 17 NA 5 39 1 8 9 17 0 0 0 0 1 8 9 17 0 0 0 0 1 151 70 3646 4943 17 17 23
65 47 78 63 15 36 37 1202 43 8 55 0 24 17 NA 17 NA 6 43 2 8 8 18 0 0 0 0 2 8 8 18 0 0 0 0 1 130 72 3709 4945 16 15 24
66 71 77 63 14 37 45 1166 67 5 53 0 24 17 NA 17 NA 13 67 2 8 10 17 0 0 0 0 2 8 10 17 0 0 0 0 1 123 74 3774 4947 14 15 24
67 52 79 65 14 37 37 1154 49 10 54 0 23 18 NA 18 NA 2 49 2 6 8 21 0 0 0 0 2 6 8 21 0 0 0 0 2 136 74 3858 4946 15 12 27
68 70 79 65 14 37 32 1172 54 3 55 0 24 18 NA 18 NA 6 54 1 5 10 21 0 0 0 0 1 5 10 21 0 0 0 0 0 151 81 3920 4945 14 13 28
69 61 82 68 14 36 29 1198 47 3 55 0 22.5 18 NA 18 NA 1 47 0 5 9 22 0 0 0 0 0 5 9 22 0 0 0 0 4 148 82 3980 4945 15 12 28
70 58 81 67 14 35 30 1199 55 1 57 0 23 18 NA 18 NA 4 55 0 4 10 21 0 0 0 0 0 4 10 21 0 0 0 0 0 142 84 4052 4943 17 13 27
71 86 82 68 14 35 34 1172 61 2 57 0 24 18 NA 18 NA 10 61 0 3 11 21 0 0 0 0 0 3 11 21 0 0 0 0 1 123 86 4118 4943 15 15 27
72 67 82 68 14 35 31 1173 65 9 60 0 25 18 NA 18 NA 8 65 0 2 12 21 0 0 0 0 0 2 12 21 0 0 0 0 0 148 88 4186 4940 17 16 27
73 101 81 67 14 35 34 1177 57 4 61 0 26 18 NA 18 NA 8 57 0 2 12 21 0 0 0 0 0 2 12 21 0 0 0 0 0 153 89 4258 4939 19 14 28
74 70 82 68 14 35 30 1157 59 9 59 0 23 18 NA 18 NA 5 59 0 3 10 22 0 0 0 0 0 3 10 22 0 0 0 0 1 132 90 4332 4941 19 12 28
75 63 79 66 13 36 28 1164 49 5 59 0 24 18 NA 18 NA 4 49 0 3 11 22 0 0 0 0 0 3 11 22 0 0 0 0 0 140 93 4401 4941 19 13 27
76 73 83 68 15 36 33 1165 60 5 60 0 21 18 NA 18 NA 12 60 0 3 10 23 0 0 0 0 0 3 10 23 0 0 0 0 4 145 95 4470 4940 20 12 28
77 68 83 68 15 36 25 1183 47 9 61 0 22 18 NA 18 NA 4 47 0 3 10 23 0 0 0 0 0 3 10 23 0 0 0 0 0 145 98 4531 4939 21 12 28
78 63 82 68 14 38 32 1178 68 6 61 0 23 18.5 NA 18.5 NA 12 68 0 4 9 25 0 0 0 0 0 4 9 25 0 0 0 0 1 139 99 4592 4939 21 11 29
79 74 86 72 14 40 33 1187 49 7 65 0 23.5 18 NA 18 NA 7 49 0 6 7 27 0 0 0 0 0 6 7 27 0 0 0 0 4 160 101 4662 4935 22 12 31
80 79 87 72 15 42 34 1191 54 11 63 0 22 18.5 NA 18.5 NA 10 54 1 6 8 27 0 0 0 0 1 6 8 27 0 0 0 0 2 135 102 4724 4937 21 11 31
81 72 88 73 15 44 33 1159 56 5 65 0 22.5 18 NA 18 NA 6 56 1 9 8 26 0 0 0 0 1 9 8 26 0 0 0 0 1 118 104 4804 4935 23 12 30
82 54 91 76 15 45 34 1185 49 9 64 0 22 18 NA 18 NA 10 49 1 10 8 26 0 0 0 0 1 10 8 26 0 0 0 0 3 152 104 4868 4936 21 13 30
83 63 91 76 15 46 30 1207 47 10 67 0 23 18 NA 18 NA 6 47 2 9 7 28 0 0 0 0 2 9 7 28 0 0 0 0 2 144 104 4928 4933 23 11 33
84 80 93 79 14 45 32 1191 61 1 67 0 24 18 NA 18 NA 5 61 2 8 8 27 0 0 0 0 2 8 8 27 0 0 0 0 2 145 107 5006 4933 20 15 32
85 108 93 79 14 43 33 1166 63 4 65 0 24 18 NA 18 NA 8 63 2 6 10 25 0 0 0 0 2 6 10 25 0 0 0 0 0 143 109 5079 4935 18 17 30
86 79 90 76 14 43 35 1155 59 4 65 0 23 18 NA 18 NA 6 59 3 7 9 24 0 0 0 0 3 7 9 24 0 0 0 0 1 135 109 5148 4935 21 17 27
