1 77 6 5 1 0 0 201 8 0 0 0 0 NA NA NA NA 0 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 212 0 0
2 62 9 8 1 0 4 399 18 0 0 0 1 NA NA NA NA 4 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 223 0 0
3 65 11 9 2 0 6 537 27 0 0 0 2 NA NA NA NA 2 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 177 0 0
4 62 11 9 2 0 6 663 28 2 0 0 3 NA NA NA NA 2 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164 0 0
5 60 12 10 2 0 11 753 48 0 0 0 3.5 NA NA NA NA 5 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 147 0 0
6 41 16 14 2 0 15 876 44 2 0 0 4 NA NA NA NA 6 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 174 0 0
7 60 18 16 2 0 15 970 57 4 0 0 4.5 NA NA NA NA 4 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164 0 0
8 48 20 18 2 0 14 1069 47 3 0 0 5 NA NA NA NA 2 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 152 0 0
9 53 21 18 3 0 18 1157 64 0 0 0 6 NA NA NA NA 5 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 166 0 0
10 71 24 21 3 0 20 1226 69 4 0 0 4 NA NA NA NA 6 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 151 0 0
11 60 29 26 3 0 21 1282 71 8 0 0 4 NA NA NA NA 9 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 4 141 0 0
12 59 28 25 3 1 27 1341 67 5 0 0 4.5 11 NA 11 NA 11 67 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 148 0 0
13 204 36 27 9 2 30 1254 60 6 4 0 3 11.5 NA 11.5 NA 9 60 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 5 142 0 103
14 63 37 27 10 3 30 1245 62 7 7 0 4 12 NA 12 NA 6 62 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 165 0 198
15 49 37 27 10 3 29 1236 61 6 9 0 5 12 NA 12 NA 5 61 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 144 0 278
16 63 40 28 12 4 28 1220 61 7 9 0 6 11.5 NA 11.5 NA 7 61 1 3 0 0 0 0 0 0 1 3 0 0 0 0 0 0 3 137 1 354
17 58 41 29 12 6 27 1235 46 6 10 0 7 12.5 NA 12.5 NA 5 46 1 5 0 0 0 0 0 0 1 5 0 0 0 0 0 0 1 143 2 426
18 58 43 31 12 7 23 1220 73 7 12 0 8 12 NA 12 NA 6 73 2 5 0 0 0 0 0 0 2 5 0 0 0 0 0 0 2 142 4 501
19 70 46 34 12 7 27 1203 63 3 14 0 8 12 NA 12 NA 7 63 1 6 0 0 0 0 0 0 1 6 0 0 0 0 0 0 2 149 4 583
20 60 47 34 13 8 36 1183 62 5 16 0 9 12.5 NA 12.5 NA 13 62 1 7 0 0 0 0 0 0 1 7 0 0 0 0 0 0 1 125 4 652
21 56 48 35 13 9 36 1148 59 7 17 0 10 13 NA 13 NA 8 59 1 8 0 0 0 0 0 0 1 8 0 0 0 0 0 0 1 130 5 742
22 64 49 34 15 10 36 1124 59 9 21 0 11 12.5 NA 12.5 NA 9 59 2 8 0 0 0 0 0 0 2 8 0 0 0 0 0 0 0 122 5 814
23 62 51 36 15 10 38 1170 44 6 25 0 10 12.5 NA 12.5 NA 7 44 2 8 0 0 0 0 0 0 2 8 0 0 0 0 0 0 1 176 6 876
24 68 51 37 14 12 38 1142 64 6 25 0 11 13.5 NA 13.5 NA 6 64 2 10 0 0 0 0 0 0 2 10 0 0 0 0 0 0 1 118 7 939
25 182 50 38 12 11 33 1119 56 9 31 0 12 13 NA 13 NA 8 56 1 8 2 0 0 0 0 0 1 8 2 0 0 0 0 0 2 143 11 1001
26 79 50 39 11 12 25 1115 49 9 31 0 13 13.5 NA 13.5 NA 4 49 1 6 5 0 0 0 0 0 1 6 5 0 0 0 0 0 1 150 13 1084
27 60 52 41 11 12 30 1117 60 2 32 0 14 13.5 NA 13.5 NA 8 60 1 6 5 0 0 0 0 0 1 6 5 0 0 0 0 0 1 141 13 1147
28 69 54 40 14 13 32 1117 57 5 33 0 15 14 NA 14 NA 9 57 1 7 5 0 0 0 0 0 1 7 5 0 0 0 0 0 0 141 14 1211
29 63 55 40 15 15 34 1112 63 7 35 0 16 14 NA 14 NA 9 63 1 9 5 0 0 0 0 0 1 9 5 0 0 0 0 0 1 149 14 1283
30 55 55 40 15 18 41 1145 47 7 36 0 17 15 NA 15 NA 10 47 1 10 7 0 0 0 0 0 1 10 7 0 0 0 0 0 0 154 14 1347
31 81 60 43 17 20 39 1152 56 9 39 0 16.5 15.5 NA 15.5 NA 5 56 0 11 9 0 0 0 0 0 0 11 9 0 0 0 0 0 3 160 14 1424
32 64 62 45 17 22 31 1153 48 10 40 0 16.5 15.5 NA 15.5 NA 3 48 0 11 11 0 0 0 0 0 0 11 11 0 0 0 0 0 2 122 16 1483
33 62 63 47 16 23 33 1180 62 5 41 0 17 16 NA 16 NA 10 62 0 12 11 0 0 0 0 0 0 12 11 0 0 0 0 0 1 160 19 1539
34 68 61 46 15 22 28 1212 48 4 40 0 17 16 NA 16 NA 3 48 0 9 13 0 0 0 0 0 0 9 13 0 0 0 0 0 0 145 21 1588
35 57 63 47 16 22 26 1200 56 4 41 0 18 16 NA 16 NA 4 56 0 8 14 0 0 0 0 0 0 8 14 0 0 0 0 0 2 136 23 1663
36 69 66 50 16 22 29 1216 47 2 41 0 17.5 16 NA 16 NA 3 47 0 7 15 0 0 0 0 0 0 7 15 0 0 0 0 0 3 142 23 1719
37 169 71 55 16 22 35 1175 60 4 42 0 18 16 NA 16 NA 11 60 0 4 16 2 0 0 0 0 0 4 16 2 0 0 0 0 2 145 24 1798
38 67 72 58 14 21 33 1168 71 5 38 0 13.5 18 NA 18 NA 6 71 0 4 15 2 0 0 0 0 0 4 15 2 0 0 0 0 1 159 26 1873
39 77 73 59 14 22 32 1194 49 5 38 0 14 18.5 NA 18.5 NA 4 49 0 4 15 3 0 0 0 0 0 4 15 3 0 0 0 0 1 167 26 1939
40 61 74 60 14 22 31 1189 69 6 40 0 15 18.5 NA 18.5 NA 8 69 0 3 16 3 0 0 0 0 0 3 16 3 0 0 0 0 1 144 28 2006
41 68 77 62 15 24 32 1199 63 9 41 0 13 18.5 NA 18.5 NA 10 63 1 3 16 4 0 0 0 0 1 3 16 4 0 0 0 0 2 147 29 2062
42 66 78 63 15 24 36 1189 58 3 41 0 13.5 18.5 NA 18.5 NA 10 58 1 2 15 6 0 0 0 0 1 2 15 6 0 0 0 0 2 136 31 2131
43 52 77 63 14 23 33 1174 64 7 44 0 13 18 NA 18 NA 5 64 1 1 15 6 0 0 0 0 1 1 15 6 0 0 0 0 2 146 32 2207
44 63 81 65 16 24 33 1187 61 8 46 0 13 18.5 NA 18.5 NA 8 61 0 2 14 8 0 0 0 0 0 2 14 8 0 0 0 0 4 151 33 2265
45 55 83 66 17 29 36 1181 75 8 47 0 14 18 NA 18 NA 9 75 0 5 16 8 0 0 0 0 0 5 16 8 0 0 0 0 2 152 33 2334
46 56 83 64 19 30 40 1169 71 3 46 0 15 18.5 NA 18.5 NA 6 71 0 5 13 12 0 0 0 0 0 5 13 12 0 0 0 0 2 145 34 2400
47 63 82 63 19 31 45 1172 80 6 47 0 15.5 18 NA 18 NA 11 80 1 6 11 13 0 0 0 0 1 6 11 13 0 0 0 0 0 143 35 2452
48 81 88 65 23 32 48 1166 69 6 51 0 14.5 17.5 NA 17.5 NA 11 69 1 7 11 13 0 0 0 0 1 7 11 13 0 0 0 0 2 149 36 2524
49 150 92 65 27 33 43 1163 50 12 57 0 13.5 17 NA 17 NA 7 50 1 9 6 17 0 0 0 0 1 9 6 17 0 0 0 0 2 133 36 2575
50 85 90 65 25 30 38 1156 63 6 56 0 14 16 NA 16 NA 4 63 1 9 5 15 0 0 0 0 1 9 5 15 0 0 0 0 2 146 38 2643
51 72 89 64 25 30 40 1153 55 8 54 0 14 16 NA 16 NA 7 55 1 11 3 15 0 0 0 0 1 11 3 15 0 0 0 0 2 157 38 2724
52 77 90 65 25 30 45 1134 60 4 53 0 15 16 NA 16 NA 9 60 1 10 5 14 0 0 0 0 1 10 5 14 0 0 0 0 0 123 38 2791
53 85 90 66 24 30 46 1107 64 6 52 0 15.5 16 NA 16 NA 10 64 0 11 4 15 0 0 0 0 0 11 4 15 0 0 0 0 3 137 41 2864
54 77 88 66 22 28 39 1125 44 6 52 0 16 16 NA 16 NA 4 44 0 11 2 15 0 0 0 0 0 11 2 15 0 0 0 0 1 145 45 2927
