1 48 0 0 0 0 2 201 7 0 0 0 NA NA NA NA NA 2 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 212 0 0
2 54 3 0 3 0 4 375 17 0 0 0 0 NA NA NA NA 2 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 202 0 0
3 60 5 2 3 0 5 533 24 2 0 0 1 NA NA NA NA 3 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 187 0 0
4 71 6 3 3 0 9 644 43 0 0 0 1.5 NA NA NA NA 4 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 159 0 0
5 58 9 5 4 0 10 764 49 3 0 0 2 NA NA NA NA 4 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 181 0 0
6 68 11 7 4 0 13 883 51 5 0 0 2 NA NA NA NA 8 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 178 0 0
7 77 14 9 5 0 19 968 50 3 0 0 2 NA NA NA NA 9 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 146 0 0
8 66 18 9 9 0 20 1059 56 5 0 0 2.5 NA NA NA NA 6 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 166 0 0
9 69 18 8 10 0 21 1127 54 4 0 0 3.5 NA NA NA NA 5 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 134 0 0
10 52 21 10 11 0 20 1201 51 7 0 0 3 NA NA NA NA 6 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 142 0 0
11 59 24 13 11 0 21 1248 69 4 0 0 4 NA NA NA NA 5 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 137 0 0
12 50 28 17 11 1 22 1327 55 2 0 0 4 2 NA 2 NA 4 55 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 140 0 0
13 213 35 25 10 0 23 1228 61 5 0 0 3 NA NA NA NA 7 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 126 0 98
14 69 35 25 10 0 27 1188 59 2 3 0 4 NA NA NA NA 8 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 126 1 185
15 65 35 25 10 1 25 1161 56 8 5 0 5 13 NA 13 NA 7 56 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 139 2 280
16 61 35 25 10 1 28 1155 49 7 6 0 6 13 NA 13 NA 10 49 0 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 1 143 2 366
17 56 37 26 11 2 30 1141 61 6 7 0 6 13 NA 13 NA 8 61 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 2 139 2 445
18 62 41 29 12 2 32 1161 59 5 8 0 7 13 NA 13 NA 6 59 0 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 3 172 2 522
19 60 43 31 12 3 33 1155 66 5 11 0 7 13 NA 13 NA 6 66 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 2 145 2 592
20 64 44 31 13 3 32 1155 50 4 15 0 8 13 NA 13 NA 6 50 0 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 1 134 5 664
21 48 47 34 13 5 34 1148 60 4 16 0 9 13 NA 13 NA 6 60 0 5 0 0 0 0 0 0 0 5 0 0 0 0 0 0 3 132 5 735
22 67 46 34 12 4 38 1152 74 3 17 0 9.5 13 NA 13 NA 7 74 0 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 169 5 806
23 54 46 34 12 6 41 1164 72 9 20 0 10.5 13 NA 13 NA 12 72 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 156 7 862
24 62 46 34 12 6 35 1173 58 9 23 0 11.5 13 NA 13 NA 6 58 0 6 0 0 0 0 0 0 0 6 0 0 0 0 0 0 0 156 8 941
25 167 48 36 12 7 31 1158 59 6 29 0 12 13 NA 13 NA 7 59 0 7 0 0 0 0 0 0 0 7 0 0 0 0 0 0 0 150 10 998
26 70 49 37 12 9 30 1188 57 7 29 0 13 14 NA 14 NA 5 57 0 7 2 0 0 0 0 0 0 7 2 0 0 0 0 0 0 159 12 1055
27 60 48 36 12 13 32 1177 62 6 29 0 14 14 NA 14 NA 6 62 1 10 2 0 0 0 0 0 1 10 2 0 0 0 0 0 1 134 12 1119
28 67 53 41 12 13 28 1190 53 6 30 0 15 14 NA 14 NA 4 53 1 9 3 0 0 0 0 0 1 9 3 0 0 0 0 0 2 137 14 1175
29 56 54 42 12 15 36 1181 73 4 33 0 16 14 NA 14 NA 14 73 1 10 4 0 0 0 0 0 1 10 4 0 0 0 0 0 0 135 17 1228
30 50 58 43 15 15 37 1204 63 3 36 0 14 14 NA 14 NA 7 63 1 10 4 0 0 0 0 0 1 10 4 0 0 0 0 0 3 181 19 1305
31 68 60 45 15 17 33 1199 62 9 38 0 14 14 NA 14 NA 5 62 0 11 6 0 0 0 0 0 0 11 6 0 0 0 0 0 3 139 21 1369
32 70 62 47 15 19 29 1215 55 6 40 0 15 14 NA 14 NA 5 55 1 11 7 0 0 0 0 0 1 11 7 0 0 0 0 0 3 148 24 1426
33 50 62 48 14 20 26 1213 54 5 40 0 16 14 NA 14 NA 5 54 2 10 8 0 0 0 0 0 2 10 8 0 0 0 0 0 1 125 26 1490
34 70 65 52 13 22 30 1216 60 3 39 0 16 14 NA 14 NA 6 60 2 10 10 0 0 0 0 0 2 10 10 0 0 0 0 0 1 157 26 1568
35 67 67 53 14 25 30 1190 66 9 39 0 17 14 NA 14 NA 8 66 2 10 13 0 0 0 0 0 2 10 13 0 0 0 0 0 2 133 27 1647
36 71 68 53 15 25 35 1178 65 3 39 0 18 14 NA 14 NA 10 65 2 8 15 0 0 0 0 0 2 8 15 0 0 0 0 0 0 149 29 1716
37 195 70 56 14 24 41 1153 62 5 40 0 18 15 NA 15 NA 12 62 1 5 18 0 0 0 0 0 1 5 18 0 0 0 0 0 2 162 30 1794
38 76 73 58 15 25 41 1156 49 6 41 0 18 16 NA 16 NA 5 49 1 5 17 2 0 0 0 0 1 5 17 2 0 0 0 0 2 139 31 1862
39 68 75 59 16 26 31 1198 39 8 41 0 14 16 NA 16 NA 1 39 1 7 16 2 0 0 0 0 1 7 16 2 0 0 0 0 2 161 33 1921
