1 72 3 1 2 0 2 182 10 0 0 0 0 NA NA NA NA 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 196 0 0
2 55 6 3 3 0 3 339 25 1 0 0 0.5 NA NA NA NA 2 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 3 183 0 0
3 64 8 4 4 0 4 477 24 0 0 0 1 NA NA NA NA 1 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 169 0 0
4 56 9 5 4 0 7 618 34 1 0 0 1 NA NA NA NA 4 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 180 0 0
5 68 10 6 4 0 12 765 36 1 0 0 2 NA NA NA NA 6 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 194 0 0
6 54 13 8 5 1 13 886 37 4 0 0 3 5 NA 5 NA 5 37 1 0 0 0 0 0 0 0 1 0 0 0 0 0 0 0 1 170 0 0
7 53 17 11 6 2 14 1002 44 4 0 0 3 3.5 NA 3.5 NA 5 44 2 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 1 169 0 0
8 57 19 12 7 3 18 1102 49 3 0 0 3 5 NA 5 NA 7 49 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 171 0 0
9 50 22 15 7 3 22 1198 51 3 0 0 3 5 NA 5 NA 7 51 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 3 160 0 0
10 57 25 18 7 3 26 1251 71 5 0 0 4 5 NA 5 NA 9 71 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 2 146 0 0
11 53 26 19 7 3 35 1297 78 4 0 0 4.5 5 NA 5 NA 13 78 3 0 0 0 0 0 0 0 3 0 0 0 0 0 0 0 1 135 0 0
12 60 28 21 7 4 31 1352 57 7 0 0 5 5.5 NA 5.5 NA 3 57 4 0 0 0 0 0 0 0 4 0 0 0 0 0 0 0 1 130 0 0
13 219 34 23 11 4 27 1291 68 6 2 0 5.5 5.5 NA 5.5 NA 2 68 3 1 0 0 0 0 0 0 3 1 0 0 0 0 0 0 2 165 0 90
14 88 36 25 11 4 35 1251 73 2 4 0 6 5.5 NA 5.5 NA 11 73 1 3 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 133 1 161
15 62 40 29 11 4 33 1257 55 8 7 0 6 5.5 NA 5.5 NA 7 55 1 3 0 0 0 0 0 0 1 3 0 0 0 0 0 0 3 162 2 243
16 75 41 30 11 4 41 1235 58 2 9 0 7 5.5 NA 5.5 NA 10 58 1 3 0 0 0 0 0 0 1 3 0 0 0 0 0 0 1 151 2 337
