1 64 0 0 0 0 2 208 10 0 0 0 NA NA NA NA NA 2 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 219 0 0
2 60 2 2 0 0 3 374 16 2 0 0 0 NA NA NA NA 3 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 184 0 0
3 55 3 2 1 0 3 533 30 2 0 0 1 NA NA NA NA 2 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 194 0 0
4 58 5 4 1 0 3 647 42 1 0 0 1 NA NA NA NA 1 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 164 0 0
5 55 6 5 1 0 7 794 36 1 0 0 1.5 NA NA NA NA 5 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 191 0 0
6 62 8 6 2 0 11 895 38 1 0 0 2 NA NA NA NA 5 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 150 0 0
7 67 11 8 3 0 15 993 52 2 0 0 2 NA NA NA NA 6 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 165 0 0
8 54 11 7 4 0 14 1099 43 6 0 0 2 NA NA NA NA 5 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 162 0 0
9 63 14 10 4 0 21 1158 49 4 0 0 2.5 NA NA NA NA 12 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 128 0 0
10 63 16 11 5 0 17 1220 59 9 0 0 3 NA NA NA NA 5 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 141 0 0
11 65 19 13 6 0 18 1283 58 3 0 0 4 NA NA NA NA 5 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 137 0 0
12 68 21 15 6 0 20 1319 63 5 0 0 4 NA NA NA NA 7 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 120 0 0
13 226 22 16 6 0 22 1236 61 0 0 0 4 NA NA NA NA 4 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 1 143 0 93
14 69 25 19 6 0 25 1254 49 4 1 0 5 NA NA NA NA 7 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 164 0 177
