1 62 3 3 0 0 0 204 9 0 0 0 0 NA NA NA 0 9
2 63 6 6 0 0 0 357 14 0 0 0 0.5 NA NA NA 2 14
3 67 7 6 1 0 0 489 28 0 0 0 1 NA NA NA 3 28
4 59 13 10 3 0 0 626 38 0 0 0 1 NA NA NA 4 38
5 53 13 10 3 0 0 739 32 0 0 0 2 NA NA NA 5 32
6 48 14 11 3 0 0 819 47 0 0 0 2.5 NA NA NA 3 47
7 71 16 13 3 0 0 914 36 0 0 0 3 NA NA NA 3 36
8 59 18 15 3 0 0 985 61 1 0 0 4 NA NA NA 5 61
9 62 17 14 3 0 0 1089 38 1 0 0 5 NA NA NA 5 38
10 62 19 16 3 0 0 1161 52 1 0 0 6 NA NA NA 6 52
11 61 20 17 3 0 0 1241 50 2 0 0 7 NA NA NA 4 50
12 58 25 19 6 0 0 1301 69 2 0 0 6 NA NA NA 12 69
13 225 31 25 6 0 0 1332 62 2 3 0 5 NA NA NA 3 62
14 42 32 25 7 0 0 1389 60 2 6 0 6 NA NA NA 8 60
15 55 36 28 8 0 0 1438 75 2 7 0 5 NA NA NA 10 75
16 51 39 30 9 0 0 1476 69 3 12 0 5 NA NA NA 15 69
17 50 40 31 9 0 0 1500 88 5 12 0 5.5 NA NA NA 14 88
18 59 41 33 8 0 0 1522 71 6 13 0 6 NA NA NA 8 71
19 60 43 36 7 0 0 1539 84 7 15 0 7 NA NA NA 10 84
20 62 45 38 7 0 0 1578 70 7 16 0 7 NA NA NA 10 70
21 40 47 38 9 0 0 1615 73 8 16 0 8 NA NA NA 11 73
22 65 47 38 9 0 0 1631 73 8 17 0 9 NA NA NA 5 73
23 61 49 40 9 0 0 1663 55 9 18 0 10 NA NA NA 10 55
24 56 50 41 9 1 0 1677 85 10 20 0 11 20 NA 20 7 85
25 183 49 40 9 0 0 1662 83 11 24 0 11 NA NA NA 9 83
26 74 51 40 11 0 0 1705 65 11 25 0 11 NA NA NA 8 65
